;Scopy version,f4beeb1,,,,,,,,
;Exported on,Friday October 11/10/2024,,,,,Average Ch. 1,,Average Ch. 2,
;Device,M2K,,,,,4.00E-06,V/sqrt(Hz),3.89E-06,V/sqrt(Hz)
;Nr of samples,4096,,,,,,,,
;Sample rate,0,,,,,,,,
;Tool,Spectrum Analyzer,,,,,,,,
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,,,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz),,,,,,
1962,47900.4,4.11E-06,3.83E-06,,,,,,
1963,47924.8,4.00E-06,3.82E-06,,,,,,
1964,47949.2,3.95E-06,3.88E-06,,,,,,
1965,47973.6,3.99E-06,3.86E-06,,,,,,
1966,47998,4.00E-06,3.90E-06,,,,,,
1967,48022.5,4.01E-06,3.97E-06,,,,,,
1968,48046.9,3.97E-06,4.01E-06,,,,,,
1969,48071.3,3.95E-06,3.96E-06,,,,,,
1970,48095.7,3.95E-06,3.92E-06,,,,,,
1971,48120.1,4.02E-06,3.95E-06,,,,,,
1972,48144.5,4.09E-06,3.96E-06,,,,,,
1973,48168.9,4.04E-06,3.86E-06,,,,,,
1974,48193.4,4.00E-06,3.73E-06,,,,,,
1975,48217.8,3.97E-06,3.75E-06,,,,,,
1976,48242.2,4.03E-06,3.78E-06,,,,,,
1977,48266.6,4.05E-06,3.77E-06,,,,,,
1978,48291,4.00E-06,3.82E-06,,,,,,
1979,48315.4,3.93E-06,3.88E-06,,,,,,
1980,48339.8,3.93E-06,3.95E-06,,,,,,
1981,48364.3,3.87E-06,3.97E-06,,,,,,
1982,48388.7,3.86E-06,3.96E-06,,,,,,
1983,48413.1,3.99E-06,3.94E-06,,,,,,
1984,48437.5,4.01E-06,3.90E-06,,,,,,
1985,48461.9,3.96E-06,3.91E-06,,,,,,
1986,48486.3,3.95E-06,3.90E-06,,,,,,
1987,48510.7,4.03E-06,3.81E-06,,,,,,
1988,48535.2,4.08E-06,3.84E-06,,,,,,
1989,48559.6,4.01E-06,3.88E-06,,,,,,
1990,48584,3.99E-06,3.91E-06,,,,,,
1991,48608.4,4.02E-06,3.91E-06,,,,,,
1992,48632.8,4.02E-06,3.86E-06,,,,,,
1993,48657.2,3.97E-06,3.91E-06,,,,,,
1994,48681.6,3.98E-06,3.93E-06,,,,,,
1995,48706.1,4.02E-06,3.91E-06,,,,,,
1996,48730.5,4.06E-06,3.87E-06,,,,,,
1997,48754.9,4.07E-06,3.89E-06,,,,,,
1998,48779.3,3.98E-06,3.92E-06,,,,,,
1999,48803.7,4.01E-06,3.91E-06,,,,,,
2000,48828.1,4.03E-06,3.85E-06,,,,,,
2001,48852.5,3.95E-06,3.81E-06,,,,,,
2002,48877,4.02E-06,3.81E-06,,,,,,
2003,48901.4,4.06E-06,3.80E-06,,,,,,
2004,48925.8,4.04E-06,3.83E-06,,,,,,
2005,48950.2,4.07E-06,3.82E-06,,,,,,
2006,48974.6,4.04E-06,3.83E-06,,,,,,
2007,48999,4.00E-06,3.88E-06,,,,,,
2008,49023.4,4.00E-06,3.91E-06,,,,,,
2009,49047.9,3.97E-06,3.88E-06,,,,,,
2010,49072.3,4.02E-06,3.84E-06,,,,,,
2011,49096.7,4.11E-06,3.89E-06,,,,,,
2012,49121.1,4.06E-06,3.89E-06,,,,,,
2013,49145.5,3.97E-06,3.83E-06,,,,,,
2014,49169.9,3.99E-06,3.86E-06,,,,,,
2015,49194.3,3.99E-06,3.85E-06,,,,,,
2016,49218.8,4.02E-06,3.80E-06,,,,,,
2017,49243.2,4.02E-06,3.84E-06,,,,,,
2018,49267.6,4.07E-06,3.95E-06,,,,,,
2019,49292,4.11E-06,3.94E-06,,,,,,
2020,49316.4,4.03E-06,3.93E-06,,,,,,
2021,49340.8,3.94E-06,3.93E-06,,,,,,
2022,49365.2,3.87E-06,3.90E-06,,,,,,
2023,49389.6,3.95E-06,3.82E-06,,,,,,
2024,49414.1,4.01E-06,3.78E-06,,,,,,
2025,49438.5,3.98E-06,3.81E-06,,,,,,
2026,49462.9,4.02E-06,3.93E-06,,,,,,
2027,49487.3,4.02E-06,3.95E-06,,,,,,
2028,49511.7,3.99E-06,3.95E-06,,,,,,
2029,49536.1,3.97E-06,4.00E-06,,,,,,
2030,49560.5,4.01E-06,3.95E-06,,,,,,
2031,49585,4.01E-06,3.89E-06,,,,,,
2032,49609.4,3.91E-06,3.84E-06,,,,,,
2033,49633.8,3.85E-06,3.77E-06,,,,,,
2034,49658.2,3.85E-06,3.81E-06,,,,,,
2035,49682.6,3.89E-06,3.86E-06,,,,,,
2036,49707,3.97E-06,3.86E-06,,,,,,
2037,49731.4,4.03E-06,3.87E-06,,,,,,
2038,49755.9,3.99E-06,3.95E-06,,,,,,
2039,49780.3,3.99E-06,3.95E-06,,,,,,
2040,49804.7,4.06E-06,3.88E-06,,,,,,
2041,49829.1,4.06E-06,3.85E-06,,,,,,
2042,49853.5,4.07E-06,3.89E-06,,,,,,
2043,49877.9,4.04E-06,3.91E-06,,,,,,
2044,49902.3,4.00E-06,3.87E-06,,,,,,
2045,49926.8,4.01E-06,3.89E-06,,,,,,
2046,49951.2,4.02E-06,3.90E-06,,,,,,
2047,49975.6,3.97E-06,3.89E-06,,,,,,
2048,50000,3.95E-06,3.88E-06,,,,,,
2049,50024.4,3.90E-06,3.83E-06,,,,,,
2050,50048.8,3.85E-06,3.90E-06,,,,,,
2051,50073.2,3.93E-06,4.02E-06,,,,,,
2052,50097.7,4.01E-06,4.00E-06,,,,,,
2053,50122.1,4.06E-06,3.88E-06,,,,,,
2054,50146.5,4.09E-06,3.86E-06,,,,,,
2055,50170.9,4.02E-06,3.86E-06,,,,,,
2056,50195.3,3.87E-06,3.86E-06,,,,,,
2057,50219.7,3.81E-06,3.87E-06,,,,,,
2058,50244.1,3.99E-06,3.86E-06,,,,,,
2059,50268.6,4.10E-06,3.89E-06,,,,,,
2060,50293,4.11E-06,3.93E-06,,,,,,
2061,50317.4,4.08E-06,4.01E-06,,,,,,
2062,50341.8,4.04E-06,4.02E-06,,,,,,
2063,50366.2,4.07E-06,3.89E-06,,,,,,
2064,50390.6,4.03E-06,3.88E-06,,,,,,
2065,50415,3.96E-06,3.89E-06,,,,,,
2066,50439.5,3.93E-06,3.89E-06,,,,,,
2067,50463.9,3.96E-06,3.89E-06,,,,,,
2068,50488.3,4.03E-06,3.90E-06,,,,,,
2069,50512.7,4.07E-06,3.92E-06,,,,,,
2070,50537.1,3.99E-06,3.87E-06,,,,,,
2071,50561.5,3.91E-06,3.88E-06,,,,,,
2072,50585.9,3.96E-06,3.87E-06,,,,,,
2073,50610.4,3.97E-06,3.86E-06,,,,,,
2074,50634.8,3.94E-06,3.95E-06,,,,,,
2075,50659.2,3.92E-06,3.97E-06,,,,,,
2076,50683.6,3.94E-06,3.85E-06,,,,,,
2077,50708,3.93E-06,3.75E-06,,,,,,
2078,50732.4,4.00E-06,3.73E-06,,,,,,
2079,50756.8,4.06E-06,3.74E-06,,,,,,
2080,50781.3,4.07E-06,3.79E-06,,,,,,
2081,50805.7,4.13E-06,3.79E-06,,,,,,
2082,50830.1,4.06E-06,3.80E-06,,,,,,
2083,50854.5,4.00E-06,3.87E-06,,,,,,
2084,50878.9,4.04E-06,3.91E-06,,,,,,
2085,50903.3,4.12E-06,3.94E-06,,,,,,
2086,50927.7,4.12E-06,3.98E-06,,,,,,
2087,50952.1,4.11E-06,3.96E-06,,,,,,
2088,50976.6,4.09E-06,3.93E-06,,,,,,
2089,51001,4.04E-06,3.95E-06,,,,,,
2090,51025.4,4.00E-06,3.96E-06,,,,,,
2091,51049.8,3.98E-06,3.90E-06,,,,,,
2092,51074.2,3.98E-06,3.85E-06,,,,,,
2093,51098.6,3.92E-06,3.87E-06,,,,,,
2094,51123,3.90E-06,3.86E-06,,,,,,
2095,51147.5,3.99E-06,3.86E-06,,,,,,
2096,51171.9,4.07E-06,3.83E-06,,,,,,
2097,51196.3,4.04E-06,3.81E-06,,,,,,
2098,51220.7,3.97E-06,3.87E-06,,,,,,
2099,51245.1,3.89E-06,3.81E-06,,,,,,
2100,51269.5,3.84E-06,3.75E-06,,,,,,
2101,51293.9,3.88E-06,3.87E-06,,,,,,
2102,51318.4,3.98E-06,3.90E-06,,,,,,
2103,51342.8,4.02E-06,3.87E-06,,,,,,
2104,51367.2,3.99E-06,3.86E-06,,,,,,
2105,51391.6,3.94E-06,3.90E-06,,,,,,
2106,51416,3.97E-06,3.89E-06,,,,,,
2107,51440.4,3.97E-06,3.79E-06,,,,,,
2108,51464.8,3.92E-06,3.80E-06,,,,,,
2109,51489.3,3.86E-06,3.86E-06,,,,,,
2110,51513.7,3.91E-06,3.89E-06,,,,,,
2111,51538.1,3.92E-06,3.84E-06,,,,,,
2112,51562.5,3.90E-06,3.84E-06,,,,,,
2113,51586.9,3.97E-06,3.90E-06,,,,,,
2114,51611.3,4.04E-06,3.93E-06,,,,,,
2115,51635.7,4.02E-06,3.84E-06,,,,,,
2116,51660.2,4.06E-06,3.76E-06,,,,,,
2117,51684.6,4.09E-06,3.84E-06,,,,,,
2118,51709,4.08E-06,3.90E-06,,,,,,
2119,51733.4,4.00E-06,3.91E-06,,,,,,
2120,51757.8,4.03E-06,3.96E-06,,,,,,
2121,51782.2,4.14E-06,3.98E-06,,,,,,
2122,51806.6,4.10E-06,3.96E-06,,,,,,
2123,51831.1,4.00E-06,3.91E-06,,,,,,
2124,51855.5,3.99E-06,3.87E-06,,,,,,
2125,51879.9,4.00E-06,3.89E-06,,,,,,
2126,51904.3,4.02E-06,3.93E-06,,,,,,
2127,51928.7,4.02E-06,3.98E-06,,,,,,
2128,51953.1,4.11E-06,4.00E-06,,,,,,
2129,51977.5,4.06E-06,3.91E-06,,,,,,
2130,52002,3.94E-06,3.82E-06,,,,,,
2131,52026.4,3.94E-06,3.85E-06,,,,,,
2132,52050.8,3.95E-06,3.88E-06,,,,,,
2133,52075.2,3.99E-06,3.85E-06,,,,,,
2134,52099.6,3.92E-06,3.86E-06,,,,,,
2135,52124,3.94E-06,3.93E-06,,,,,,
2136,52148.4,4.00E-06,3.93E-06,,,,,,
2137,52172.9,4.04E-06,3.90E-06,,,,,,
2138,52197.3,4.01E-06,3.87E-06,,,,,,
2139,52221.7,3.98E-06,3.84E-06,,,,,,
2140,52246.1,4.00E-06,3.88E-06,,,,,,
2141,52270.5,3.98E-06,3.90E-06,,,,,,
2142,52294.9,4.01E-06,3.87E-06,,,,,,
2143,52319.3,4.03E-06,3.90E-06,,,,,,
2144,52343.8,4.07E-06,4.03E-06,,,,,,
2145,52368.2,4.06E-06,4.01E-06,,,,,,
2146,52392.6,4.00E-06,3.86E-06,,,,,,
2147,52417,3.99E-06,3.82E-06,,,,,,
2148,52441.4,3.98E-06,3.91E-06,,,,,,
2149,52465.8,3.92E-06,3.91E-06,,,,,,
2150,52490.2,3.94E-06,3.91E-06,,,,,,
2151,52514.6,3.99E-06,3.89E-06,,,,,,
2152,52539.1,3.89E-06,3.82E-06,,,,,,
2153,52563.5,3.82E-06,3.77E-06,,,,,,
2154,52587.9,3.81E-06,3.73E-06,,,,,,
2155,52612.3,3.83E-06,3.68E-06,,,,,,
2156,52636.7,3.89E-06,3.82E-06,,,,,,
2157,52661.1,3.91E-06,4.00E-06,,,,,,
2158,52685.5,3.96E-06,3.95E-06,,,,,,
2159,52710,4.01E-06,3.84E-06,,,,,,
2160,52734.4,4.07E-06,3.84E-06,,,,,,
2161,52758.8,4.04E-06,3.93E-06,,,,,,
2162,52783.2,4.03E-06,3.92E-06,,,,,,
2163,52807.6,3.99E-06,3.90E-06,,,,,,
2164,52832,3.98E-06,3.88E-06,,,,,,
2165,52856.4,4.05E-06,3.82E-06,,,,,,
2166,52880.9,4.08E-06,3.87E-06,,,,,,
2167,52905.3,4.10E-06,3.96E-06,,,,,,
2168,52929.7,4.09E-06,3.96E-06,,,,,,
2169,52954.1,4.06E-06,3.83E-06,,,,,,
2170,52978.5,4.07E-06,3.76E-06,,,,,,
2171,53002.9,4.09E-06,3.77E-06,,,,,,
2172,53027.3,4.06E-06,3.80E-06,,,,,,
2173,53051.8,4.01E-06,3.84E-06,,,,,,
2174,53076.2,4.01E-06,3.82E-06,,,,,,
2175,53100.6,3.99E-06,3.88E-06,,,,,,
2176,53125,3.92E-06,3.93E-06,,,,,,
2177,53149.4,4.00E-06,3.93E-06,,,,,,
2178,53173.8,4.04E-06,3.92E-06,,,,,,
2179,53198.2,4.08E-06,3.93E-06,,,,,,
2180,53222.7,4.19E-06,3.96E-06,,,,,,
2181,53247.1,4.14E-06,3.89E-06,,,,,,
2182,53271.5,4.01E-06,3.83E-06,,,,,,
2183,53295.9,3.99E-06,3.86E-06,,,,,,
2184,53320.3,3.98E-06,3.86E-06,,,,,,
2185,53344.7,3.96E-06,3.86E-06,,,,,,
2186,53369.1,3.98E-06,3.98E-06,,,,,,
2187,53393.6,3.95E-06,3.95E-06,,,,,,
2188,53418,3.95E-06,3.84E-06,,,,,,
2189,53442.4,3.97E-06,3.80E-06,,,,,,
2190,53466.8,4.07E-06,3.86E-06,,,,,,
2191,53491.2,4.09E-06,3.89E-06,,,,,,
2192,53515.6,4.03E-06,3.81E-06,,,,,,
2193,53540,4.04E-06,3.83E-06,,,,,,
2194,53564.5,4.01E-06,3.92E-06,,,,,,
2195,53588.9,3.93E-06,3.96E-06,,,,,,
2196,53613.3,3.92E-06,4.00E-06,,,,,,
2197,53637.7,3.90E-06,3.97E-06,,,,,,
2198,53662.1,3.92E-06,3.85E-06,,,,,,
2199,53686.5,3.95E-06,3.79E-06,,,,,,
2200,53710.9,3.94E-06,3.80E-06,,,,,,
2201,53735.4,3.94E-06,3.81E-06,,,,,,
2202,53759.8,4.00E-06,3.89E-06,,,,,,
2203,53784.2,4.03E-06,3.99E-06,,,,,,
2204,53808.6,4.02E-06,3.95E-06,,,,,,
2205,53833,3.99E-06,3.90E-06,,,,,,
2206,53857.4,3.93E-06,3.83E-06,,,,,,
2207,53881.8,3.99E-06,3.78E-06,,,,,,
2208,53906.3,4.02E-06,3.82E-06,,,,,,
2209,53930.7,4.03E-06,3.89E-06,,,,,,
2210,53955.1,4.06E-06,3.99E-06,,,,,,
2211,53979.5,4.06E-06,4.02E-06,,,,,,
2212,54003.9,4.06E-06,3.96E-06,,,,,,
2213,54028.3,4.00E-06,3.91E-06,,,,,,
2214,54052.7,3.94E-06,3.90E-06,,,,,,
2215,54077.1,3.95E-06,3.97E-06,,,,,,
2216,54101.6,4.00E-06,3.96E-06,,,,,,
2217,54126,4.00E-06,3.88E-06,,,,,,
2218,54150.4,3.99E-06,3.83E-06,,,,,,
2219,54174.8,4.00E-06,3.86E-06,,,,,,
2220,54199.2,3.97E-06,3.91E-06,,,,,,
2221,54223.6,3.98E-06,3.89E-06,,,,,,
2222,54248,4.08E-06,3.81E-06,,,,,,
2223,54272.5,4.12E-06,3.79E-06,,,,,,
2224,54296.9,4.09E-06,3.84E-06,,,,,,
2225,54321.3,4.01E-06,3.91E-06,,,,,,
2226,54345.7,3.92E-06,3.91E-06,,,,,,
2227,54370.1,3.89E-06,3.86E-06,,,,,,
2228,54394.5,4.00E-06,3.74E-06,,,,,,
2229,54418.9,4.01E-06,3.74E-06,,,,,,
2230,54443.4,4.01E-06,3.83E-06,,,,,,
2231,54467.8,4.05E-06,3.87E-06,,,,,,
2232,54492.2,4.01E-06,3.91E-06,,,,,,
2233,54516.6,3.93E-06,3.95E-06,,,,,,
2234,54541,3.92E-06,3.89E-06,,,,,,
2235,54565.4,3.98E-06,3.83E-06,,,,,,
2236,54589.8,4.01E-06,3.83E-06,,,,,,
2237,54614.3,3.94E-06,3.82E-06,,,,,,
2238,54638.7,3.94E-06,3.84E-06,,,,,,
2239,54663.1,4.04E-06,3.89E-06,,,,,,
2240,54687.5,4.01E-06,3.91E-06,,,,,,
2241,54711.9,3.98E-06,3.85E-06,,,,,,
2242,54736.3,3.99E-06,3.76E-06,,,,,,
2243,54760.7,3.97E-06,3.79E-06,,,,,,
2244,54785.2,4.03E-06,3.90E-06,,,,,,
2245,54809.6,4.06E-06,4.02E-06,,,,,,
2246,54834,4.03E-06,4.09E-06,,,,,,
2247,54858.4,4.02E-06,3.97E-06,,,,,,
2248,54882.8,4.01E-06,3.83E-06,,,,,,
2249,54907.2,4.06E-06,3.85E-06,,,,,,
2250,54931.6,4.08E-06,3.89E-06,,,,,,
2251,54956.1,4.04E-06,3.88E-06,,,,,,
2252,54980.5,4.03E-06,3.84E-06,,,,,,
2253,55004.9,3.95E-06,3.88E-06,,,,,,
2254,55029.3,3.87E-06,3.92E-06,,,,,,
2255,55053.7,3.88E-06,3.86E-06,,,,,,
2256,55078.1,3.87E-06,3.81E-06,,,,,,
2257,55102.5,3.88E-06,3.90E-06,,,,,,
2258,55127,3.95E-06,3.96E-06,,,,,,
2259,55151.4,3.98E-06,3.93E-06,,,,,,
2260,55175.8,3.93E-06,3.88E-06,,,,,,
2261,55200.2,3.95E-06,3.87E-06,,,,,,
2262,55224.6,4.03E-06,3.84E-06,,,,,,
2263,55249,4.07E-06,3.78E-06,,,,,,
2264,55273.4,3.97E-06,3.82E-06,,,,,,
2265,55297.9,3.94E-06,3.88E-06,,,,,,
2266,55322.3,3.97E-06,3.82E-06,,,,,,
2267,55346.7,3.97E-06,3.81E-06,,,,,,
2268,55371.1,3.91E-06,3.93E-06,,,,,,
2269,55395.5,3.88E-06,3.95E-06,,,,,,
2270,55419.9,3.99E-06,3.92E-06,,,,,,
2271,55444.3,4.11E-06,3.93E-06,,,,,,
2272,55468.8,4.18E-06,3.88E-06,,,,,,
2273,55493.2,4.08E-06,3.91E-06,,,,,,
2274,55517.6,3.99E-06,3.94E-06,,,,,,
2275,55542,4.01E-06,3.86E-06,,,,,,
2276,55566.4,4.00E-06,3.83E-06,,,,,,
2277,55590.8,3.98E-06,3.90E-06,,,,,,
2278,55615.2,3.97E-06,3.96E-06,,,,,,
2279,55639.6,3.99E-06,3.98E-06,,,,,,
2280,55664.1,3.95E-06,3.90E-06,,,,,,
2281,55688.5,3.90E-06,3.87E-06,,,,,,
2282,55712.9,3.90E-06,3.93E-06,,,,,,
2283,55737.3,3.90E-06,3.92E-06,,,,,,
2284,55761.7,3.94E-06,3.92E-06,,,,,,
2285,55786.1,3.96E-06,3.92E-06,,,,,,
2286,55810.5,4.00E-06,3.90E-06,,,,,,
2287,55835,4.06E-06,3.87E-06,,,,,,
2288,55859.4,4.10E-06,3.83E-06,,,,,,
2289,55883.8,4.14E-06,3.90E-06,,,,,,
2290,55908.2,4.10E-06,3.94E-06,,,,,,
2291,55932.6,4.03E-06,3.92E-06,,,,,,
2292,55957,3.89E-06,3.92E-06,,,,,,
2293,55981.4,3.85E-06,4.01E-06,,,,,,
2294,56005.9,3.96E-06,3.94E-06,,,,,,
2295,56030.3,3.99E-06,3.90E-06,,,,,,
2296,56054.7,3.93E-06,3.91E-06,,,,,,
2297,56079.1,3.99E-06,3.82E-06,,,,,,
2298,56103.5,4.01E-06,3.80E-06,,,,,,
2299,56127.9,3.98E-06,3.85E-06,,,,,,
2300,56152.3,4.05E-06,3.88E-06,,,,,,
2301,56176.8,4.07E-06,3.91E-06,,,,,,
2302,56201.2,4.06E-06,3.93E-06,,,,,,
2303,56225.6,4.03E-06,3.87E-06,,,,,,
2304,56250,3.97E-06,3.81E-06,,,,,,
2305,56274.4,4.03E-06,3.87E-06,,,,,,
2306,56298.8,4.06E-06,3.92E-06,,,,,,
2307,56323.2,4.06E-06,3.93E-06,,,,,,
2308,56347.7,4.05E-06,3.91E-06,,,,,,
2309,56372.1,3.99E-06,3.88E-06,,,,,,
2310,56396.5,4.01E-06,3.85E-06,,,,,,
2311,56420.9,4.09E-06,3.85E-06,,,,,,
2312,56445.3,4.03E-06,3.86E-06,,,,,,
2313,56469.7,3.90E-06,3.87E-06,,,,,,
2314,56494.1,3.85E-06,3.85E-06,,,,,,
2315,56518.6,3.85E-06,3.92E-06,,,,,,
2316,56543,3.92E-06,3.93E-06,,,,,,
2317,56567.4,4.01E-06,3.88E-06,,,,,,
2318,56591.8,4.03E-06,3.87E-06,,,,,,
2319,56616.2,4.08E-06,3.84E-06,,,,,,
2320,56640.6,4.11E-06,3.80E-06,,,,,,
2321,56665,4.04E-06,3.84E-06,,,,,,
2322,56689.5,3.99E-06,3.94E-06,,,,,,
2323,56713.9,4.01E-06,3.96E-06,,,,,,
2324,56738.3,4.03E-06,3.85E-06,,,,,,
2325,56762.7,4.08E-06,3.83E-06,,,,,,
2326,56787.1,4.05E-06,3.90E-06,,,,,,
2327,56811.5,4.01E-06,3.93E-06,,,,,,
2328,56835.9,4.03E-06,3.95E-06,,,,,,
2329,56860.4,4.06E-06,3.98E-06,,,,,,
2330,56884.8,4.07E-06,3.95E-06,,,,,,
2331,56909.2,4.01E-06,3.88E-06,,,,,,
2332,56933.6,3.99E-06,3.82E-06,,,,,,
2333,56958,4.01E-06,3.91E-06,,,,,,
2334,56982.4,4.02E-06,4.01E-06,,,,,,
2335,57006.8,4.05E-06,3.94E-06,,,,,,
2336,57031.3,3.98E-06,3.85E-06,,,,,,
2337,57055.7,3.96E-06,3.82E-06,,,,,,
2338,57080.1,3.92E-06,3.85E-06,,,,,,
2339,57104.5,3.92E-06,3.90E-06,,,,,,
2340,57128.9,3.96E-06,3.96E-06,,,,,,
2341,57153.3,4.04E-06,3.97E-06,,,,,,
2342,57177.7,4.10E-06,4.01E-06,,,,,,
2343,57202.1,4.07E-06,3.98E-06,,,,,,
2344,57226.6,4.02E-06,3.94E-06,,,,,,
2345,57251,4.06E-06,3.99E-06,,,,,,
2346,57275.4,4.09E-06,3.96E-06,,,,,,
2347,57299.8,4.06E-06,3.86E-06,,,,,,
2348,57324.2,4.06E-06,3.84E-06,,,,,,
2349,57348.6,4.04E-06,3.92E-06,,,,,,
2350,57373,4.03E-06,3.89E-06,,,,,,
2351,57397.5,3.97E-06,3.84E-06,,,,,,
2352,57421.9,3.90E-06,3.85E-06,,,,,,
2353,57446.3,3.97E-06,3.91E-06,,,,,,
2354,57470.7,4.02E-06,3.93E-06,,,,,,
2355,57495.1,4.02E-06,3.91E-06,,,,,,
2356,57519.5,4.00E-06,3.91E-06,,,,,,
2357,57543.9,3.98E-06,3.96E-06,,,,,,
2358,57568.4,3.97E-06,3.96E-06,,,,,,
2359,57592.8,4.01E-06,3.92E-06,,,,,,
2360,57617.2,4.11E-06,3.89E-06,,,,,,
2361,57641.6,4.12E-06,3.91E-06,,,,,,
2362,57666,4.00E-06,3.91E-06,,,,,,
2363,57690.4,3.96E-06,3.84E-06,,,,,,
2364,57714.8,3.94E-06,3.84E-06,,,,,,
2365,57739.3,3.92E-06,3.87E-06,,,,,,
2366,57763.7,3.93E-06,3.82E-06,,,,,,
2367,57788.1,3.93E-06,3.80E-06,,,,,,
2368,57812.5,3.93E-06,3.93E-06,,,,,,
2369,57836.9,3.92E-06,3.95E-06,,,,,,
2370,57861.3,4.00E-06,3.86E-06,,,,,,
2371,57885.7,4.10E-06,3.86E-06,,,,,,
2372,57910.2,4.07E-06,3.91E-06,,,,,,
2373,57934.6,3.98E-06,3.91E-06,,,,,,
2374,57959,3.95E-06,3.89E-06,,,,,,
2375,57983.4,3.91E-06,3.88E-06,,,,,,
2376,58007.8,3.94E-06,3.80E-06,,,,,,
2377,58032.2,3.97E-06,3.79E-06,,,,,,
2378,58056.6,3.88E-06,3.85E-06,,,,,,
2379,58081.1,3.82E-06,3.92E-06,,,,,,
2380,58105.5,3.94E-06,4.00E-06,,,,,,
2381,58129.9,4.06E-06,3.93E-06,,,,,,
2382,58154.3,4.05E-06,3.86E-06,,,,,,
2383,58178.7,3.99E-06,3.86E-06,,,,,,
2384,58203.1,3.97E-06,3.88E-06,,,,,,
2385,58227.5,3.93E-06,3.90E-06,,,,,,
2386,58252,3.89E-06,3.90E-06,,,,,,
2387,58276.4,3.90E-06,3.87E-06,,,,,,
2388,58300.8,3.92E-06,3.90E-06,,,,,,
2389,58325.2,3.88E-06,3.94E-06,,,,,,
2390,58349.6,3.85E-06,3.91E-06,,,,,,
2391,58374,4.01E-06,3.80E-06,,,,,,
2392,58398.4,4.11E-06,3.81E-06,,,,,,
2393,58422.9,4.01E-06,3.92E-06,,,,,,
2394,58447.3,3.91E-06,3.89E-06,,,,,,
2395,58471.7,3.89E-06,3.84E-06,,,,,,
2396,58496.1,4.03E-06,3.92E-06,,,,,,
2397,58520.5,4.13E-06,4.03E-06,,,,,,
2398,58544.9,4.07E-06,3.93E-06,,,,,,
2399,58569.3,4.05E-06,3.79E-06,,,,,,
2400,58593.8,4.04E-06,3.78E-06,,,,,,
2401,58618.2,4.05E-06,3.82E-06,,,,,,
2402,58642.6,4.02E-06,3.87E-06,,,,,,
2403,58667,3.96E-06,3.90E-06,,,,,,
2404,58691.4,3.94E-06,3.87E-06,,,,,,
2405,58715.8,3.90E-06,3.87E-06,,,,,,
2406,58740.2,3.91E-06,3.93E-06,,,,,,
2407,58764.6,3.97E-06,3.95E-06,,,,,,
2408,58789.1,4.05E-06,3.98E-06,,,,,,
2409,58813.5,4.10E-06,3.97E-06,,,,,,
2410,58837.9,4.10E-06,3.91E-06,,,,,,
2411,58862.3,4.06E-06,3.87E-06,,,,,,
2412,58886.7,3.95E-06,3.87E-06,,,,,,
2413,58911.1,3.92E-06,3.84E-06,,,,,,
2414,58935.5,3.99E-06,3.83E-06,,,,,,
2415,58960,4.02E-06,3.91E-06,,,,,,
2416,58984.4,4.05E-06,3.96E-06,,,,,,
2417,59008.8,4.09E-06,3.91E-06,,,,,,
2418,59033.2,4.06E-06,3.83E-06,,,,,,
2419,59057.6,4.05E-06,3.82E-06,,,,,,
2420,59082,4.05E-06,3.86E-06,,,,,,
2421,59106.4,4.09E-06,3.88E-06,,,,,,
2422,59130.9,4.08E-06,3.86E-06,,,,,,
2423,59155.3,4.02E-06,3.90E-06,,,,,,
2424,59179.7,4.03E-06,3.94E-06,,,,,,
2425,59204.1,3.98E-06,3.90E-06,,,,,,
2426,59228.5,3.93E-06,3.90E-06,,,,,,
2427,59252.9,3.92E-06,3.90E-06,,,,,,
2428,59277.3,3.91E-06,3.92E-06,,,,,,
2429,59301.8,3.97E-06,3.93E-06,,,,,,
2430,59326.2,3.97E-06,3.90E-06,,,,,,
2431,59350.6,3.93E-06,3.89E-06,,,,,,
2432,59375,3.96E-06,3.88E-06,,,,,,
2433,59399.4,4.02E-06,3.90E-06,,,,,,
2434,59423.8,4.04E-06,3.91E-06,,,,,,
2435,59448.2,3.97E-06,3.83E-06,,,,,,
2436,59472.7,3.92E-06,3.83E-06,,,,,,
2437,59497.1,3.91E-06,3.89E-06,,,,,,
2438,59521.5,3.98E-06,3.91E-06,,,,,,
2439,59545.9,3.99E-06,3.88E-06,,,,,,
2440,59570.3,3.97E-06,3.88E-06,,,,,,
2441,59594.7,4.03E-06,3.88E-06,,,,,,
2442,59619.1,4.04E-06,3.87E-06,,,,,,
2443,59643.6,4.05E-06,3.88E-06,,,,,,
2444,59668,4.10E-06,3.88E-06,,,,,,
2445,59692.4,4.03E-06,3.88E-06,,,,,,
2446,59716.8,3.88E-06,3.89E-06,,,,,,
2447,59741.2,3.87E-06,3.86E-06,,,,,,
2448,59765.6,3.95E-06,3.81E-06,,,,,,
2449,59790,3.97E-06,3.81E-06,,,,,,
2450,59814.5,3.95E-06,3.88E-06,,,,,,
2451,59838.9,3.96E-06,3.92E-06,,,,,,
2452,59863.3,3.93E-06,3.94E-06,,,,,,
2453,59887.7,3.92E-06,3.92E-06,,,,,,
2454,59912.1,3.99E-06,3.94E-06,,,,,,
