;Scopy version,f4beeb1,,,,,,,,
;Exported on,Friday October 11/10/2024,,,,,Average Ch. 1,,Average Ch. 2,
;Device,M2K,,,,,4.00E-06,V/sqrt(Hz),3.89E-06,V/sqrt(Hz)
;Nr of samples,4096,,,,,,,,
;Sample rate,0,,,,,,,,
;Tool,Spectrum Analyzer,,,,,,,,
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,,,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz),,,,,,
1469,35864.3,4.10E-06,3.96E-06,,,,,,
1470,35888.7,4.06E-06,3.86E-06,,,,,,
1471,35913.1,3.99E-06,3.75E-06,,,,,,
1472,35937.5,3.99E-06,3.75E-06,,,,,,
1473,35961.9,3.97E-06,3.84E-06,,,,,,
1474,35986.3,3.91E-06,3.90E-06,,,,,,
1475,36010.7,3.95E-06,3.89E-06,,,,,,
1476,36035.2,3.99E-06,3.86E-06,,,,,,
1477,36059.6,3.95E-06,3.86E-06,,,,,,
1478,36084,3.95E-06,3.87E-06,,,,,,
1479,36108.4,3.94E-06,3.88E-06,,,,,,
1480,36132.8,3.98E-06,3.87E-06,,,,,,
1481,36157.2,3.94E-06,3.85E-06,,,,,,
1482,36181.6,3.90E-06,3.89E-06,,,,,,
1483,36206.1,4.01E-06,3.98E-06,,,,,,
1484,36230.5,4.05E-06,3.96E-06,,,,,,
1485,36254.9,4.05E-06,3.94E-06,,,,,,
1486,36279.3,4.10E-06,3.92E-06,,,,,,
1487,36303.7,3.99E-06,3.90E-06,,,,,,
1488,36328.1,3.86E-06,3.89E-06,,,,,,
1489,36352.5,3.92E-06,3.89E-06,,,,,,
1490,36377,3.98E-06,3.92E-06,,,,,,
1491,36401.4,3.95E-06,3.94E-06,,,,,,
1492,36425.8,3.91E-06,3.90E-06,,,,,,
1493,36450.2,3.96E-06,3.89E-06,,,,,,
1494,36474.6,4.07E-06,3.89E-06,,,,,,
1495,36499,4.08E-06,3.85E-06,,,,,,
1496,36523.4,4.08E-06,3.88E-06,,,,,,
1497,36547.9,4.07E-06,3.92E-06,,,,,,
1498,36572.3,4.03E-06,3.87E-06,,,,,,
1499,36596.7,4.07E-06,3.88E-06,,,,,,
1500,36621.1,4.05E-06,3.94E-06,,,,,,
1501,36645.5,4.05E-06,3.92E-06,,,,,,
1502,36669.9,4.06E-06,3.90E-06,,,,,,
1503,36694.3,4.06E-06,3.95E-06,,,,,,
1504,36718.8,4.04E-06,3.92E-06,,,,,,
1505,36743.2,4.00E-06,3.84E-06,,,,,,
1506,36767.6,3.89E-06,3.86E-06,,,,,,
1507,36792,3.88E-06,3.94E-06,,,,,,
1508,36816.4,3.94E-06,3.96E-06,,,,,,
1509,36840.8,4.00E-06,3.91E-06,,,,,,
1510,36865.2,3.99E-06,3.88E-06,,,,,,
1511,36889.6,3.95E-06,3.86E-06,,,,,,
1512,36914.1,3.94E-06,3.85E-06,,,,,,
1513,36938.5,3.92E-06,3.82E-06,,,,,,
1514,36962.9,3.92E-06,3.79E-06,,,,,,
1515,36987.3,3.89E-06,3.85E-06,,,,,,
1516,37011.7,3.92E-06,3.81E-06,,,,,,
1517,37036.1,4.01E-06,3.78E-06,,,,,,
1518,37060.5,4.06E-06,3.88E-06,,,,,,
1519,37085,4.02E-06,3.98E-06,,,,,,
1520,37109.4,4.03E-06,4.02E-06,,,,,,
1521,37133.8,4.02E-06,4.00E-06,,,,,,
1522,37158.2,4.00E-06,3.90E-06,,,,,,
1523,37182.6,3.94E-06,3.85E-06,,,,,,
1524,37207,3.85E-06,3.87E-06,,,,,,
1525,37231.4,3.87E-06,3.89E-06,,,,,,
1526,37255.9,3.97E-06,3.85E-06,,,,,,
1527,37280.3,4.01E-06,3.87E-06,,,,,,
1528,37304.7,3.98E-06,3.93E-06,,,,,,
1529,37329.1,4.00E-06,3.93E-06,,,,,,
1530,37353.5,4.06E-06,3.87E-06,,,,,,
1531,37377.9,4.09E-06,3.88E-06,,,,,,
1532,37402.3,4.04E-06,3.94E-06,,,,,,
1533,37426.8,3.99E-06,3.97E-06,,,,,,
1534,37451.2,3.99E-06,3.90E-06,,,,,,
1535,37475.6,4.05E-06,3.89E-06,,,,,,
1536,37500,4.08E-06,3.91E-06,,,,,,
1537,37524.4,3.99E-06,3.86E-06,,,,,,
1538,37548.8,3.97E-06,3.83E-06,,,,,,
1539,37573.2,4.03E-06,3.91E-06,,,,,,
1540,37597.7,4.08E-06,3.92E-06,,,,,,
1541,37622.1,4.16E-06,3.88E-06,,,,,,
1542,37646.5,4.17E-06,3.92E-06,,,,,,
1543,37670.9,4.05E-06,3.88E-06,,,,,,
1544,37695.3,4.00E-06,3.87E-06,,,,,,
1545,37719.7,4.01E-06,3.90E-06,,,,,,
1546,37744.1,4.02E-06,3.89E-06,,,,,,
1547,37768.6,4.00E-06,3.89E-06,,,,,,
1548,37793,3.95E-06,3.85E-06,,,,,,
1549,37817.4,3.93E-06,3.84E-06,,,,,,
1550,37841.8,3.90E-06,3.91E-06,,,,,,
1551,37866.2,3.94E-06,3.94E-06,,,,,,
1552,37890.6,4.07E-06,3.89E-06,,,,,,
1553,37915,4.10E-06,3.91E-06,,,,,,
1554,37939.5,4.04E-06,3.96E-06,,,,,,
1555,37963.9,3.99E-06,3.91E-06,,,,,,
1556,37988.3,4.08E-06,3.86E-06,,,,,,
1557,38012.7,4.10E-06,3.80E-06,,,,,,
1558,38037.1,4.03E-06,3.83E-06,,,,,,
1559,38061.5,3.98E-06,3.89E-06,,,,,,
1560,38085.9,3.95E-06,3.91E-06,,,,,,
1561,38110.4,3.97E-06,3.90E-06,,,,,,
1562,38134.8,4.00E-06,3.91E-06,,,,,,
1563,38159.2,4.01E-06,3.88E-06,,,,,,
1564,38183.6,3.97E-06,3.80E-06,,,,,,
1565,38208,3.91E-06,3.80E-06,,,,,,
1566,38232.4,3.93E-06,3.86E-06,,,,,,
1567,38256.8,3.94E-06,3.85E-06,,,,,,
1568,38281.3,3.98E-06,3.89E-06,,,,,,
1569,38305.7,4.01E-06,3.90E-06,,,,,,
1570,38330.1,3.95E-06,3.83E-06,,,,,,
1571,38354.5,3.99E-06,3.83E-06,,,,,,
1572,38378.9,4.08E-06,3.83E-06,,,,,,
1573,38403.3,3.99E-06,3.78E-06,,,,,,
1574,38427.7,3.99E-06,3.79E-06,,,,,,
1575,38452.1,4.08E-06,3.83E-06,,,,,,
1576,38476.6,4.08E-06,3.87E-06,,,,,,
1577,38501,4.11E-06,3.91E-06,,,,,,
1578,38525.4,4.17E-06,3.95E-06,,,,,,
1579,38549.8,4.07E-06,3.95E-06,,,,,,
1580,38574.2,3.95E-06,3.94E-06,,,,,,
1581,38598.6,4.02E-06,3.91E-06,,,,,,
1582,38623,4.07E-06,3.89E-06,,,,,,
1583,38647.5,3.99E-06,3.89E-06,,,,,,
1584,38671.9,3.98E-06,3.96E-06,,,,,,
1585,38696.3,3.96E-06,3.99E-06,,,,,,
1586,38720.7,4.00E-06,3.96E-06,,,,,,
1587,38745.1,4.02E-06,3.90E-06,,,,,,
1588,38769.5,4.01E-06,3.88E-06,,,,,,
1589,38793.9,4.00E-06,3.84E-06,,,,,,
1590,38818.4,4.03E-06,3.76E-06,,,,,,
1591,38842.8,3.99E-06,3.80E-06,,,,,,
1592,38867.2,3.93E-06,3.85E-06,,,,,,
1593,38891.6,3.92E-06,3.84E-06,,,,,,
1594,38916,3.99E-06,3.88E-06,,,,,,
1595,38940.4,3.97E-06,3.89E-06,,,,,,
1596,38964.8,4.02E-06,3.87E-06,,,,,,
1597,38989.3,4.00E-06,3.85E-06,,,,,,
1598,39013.7,3.97E-06,3.82E-06,,,,,,
1599,39038.1,3.94E-06,3.79E-06,,,,,,
1600,39062.5,3.94E-06,3.84E-06,,,,,,
1601,39086.9,4.01E-06,3.90E-06,,,,,,
1602,39111.3,4.04E-06,3.90E-06,,,,,,
1603,39135.7,4.07E-06,3.95E-06,,,,,,
1604,39160.2,4.03E-06,3.96E-06,,,,,,
1605,39184.6,3.91E-06,3.92E-06,,,,,,
1606,39209,3.87E-06,3.88E-06,,,,,,
1607,39233.4,3.94E-06,3.79E-06,,,,,,
1608,39257.8,4.01E-06,3.80E-06,,,,,,
1609,39282.2,4.08E-06,3.84E-06,,,,,,
1610,39306.6,4.07E-06,3.81E-06,,,,,,
1611,39331.1,4.01E-06,3.75E-06,,,,,,
1612,39355.5,4.00E-06,3.70E-06,,,,,,
1613,39379.9,3.97E-06,3.72E-06,,,,,,
1614,39404.3,4.00E-06,3.81E-06,,,,,,
1615,39428.7,4.13E-06,3.85E-06,,,,,,
1616,39453.1,4.11E-06,3.88E-06,,,,,,
1617,39477.5,4.03E-06,3.91E-06,,,,,,
1618,39502,4.02E-06,3.90E-06,,,,,,
1619,39526.4,3.99E-06,3.89E-06,,,,,,
1620,39550.8,3.96E-06,3.90E-06,,,,,,
1621,39575.2,4.02E-06,3.90E-06,,,,,,
1622,39599.6,4.00E-06,3.88E-06,,,,,,
1623,39624,3.94E-06,3.93E-06,,,,,,
1624,39648.4,3.99E-06,4.03E-06,,,,,,
1625,39672.9,4.03E-06,3.99E-06,,,,,,
1626,39697.3,3.99E-06,3.91E-06,,,,,,
1627,39721.7,3.99E-06,3.91E-06,,,,,,
1628,39746.1,3.99E-06,3.92E-06,,,,,,
1629,39770.5,4.00E-06,3.92E-06,,,,,,
1630,39794.9,4.02E-06,3.93E-06,,,,,,
1631,39819.3,4.02E-06,3.90E-06,,,,,,
1632,39843.8,4.05E-06,3.93E-06,,,,,,
1633,39868.2,4.01E-06,3.91E-06,,,,,,
1634,39892.6,3.91E-06,3.85E-06,,,,,,
1635,39917,3.91E-06,3.89E-06,,,,,,
1636,39941.4,3.97E-06,3.96E-06,,,,,,
1637,39965.8,4.04E-06,3.92E-06,,,,,,
1638,39990.2,4.08E-06,3.84E-06,,,,,,
1639,40014.6,4.04E-06,3.78E-06,,,,,,
1640,40039.1,3.95E-06,3.84E-06,,,,,,
1641,40063.5,3.95E-06,3.92E-06,,,,,,
1642,40087.9,3.94E-06,3.92E-06,,,,,,
1643,40112.3,3.96E-06,3.85E-06,,,,,,
1644,40136.7,3.95E-06,3.78E-06,,,,,,
1645,40161.1,3.93E-06,3.77E-06,,,,,,
1646,40185.5,3.89E-06,3.80E-06,,,,,,
1647,40210,3.91E-06,3.85E-06,,,,,,
1648,40234.4,3.96E-06,3.97E-06,,,,,,
1649,40258.8,3.96E-06,3.94E-06,,,,,,
1650,40283.2,3.93E-06,3.86E-06,,,,,,
1651,40307.6,3.95E-06,3.84E-06,,,,,,
1652,40332,3.98E-06,3.87E-06,,,,,,
1653,40356.4,3.90E-06,3.95E-06,,,,,,
1654,40380.9,3.93E-06,3.91E-06,,,,,,
1655,40405.3,4.03E-06,3.84E-06,,,,,,
1656,40429.7,4.02E-06,3.84E-06,,,,,,
1657,40454.1,4.02E-06,3.87E-06,,,,,,
1658,40478.5,4.05E-06,3.91E-06,,,,,,
1659,40502.9,4.08E-06,3.93E-06,,,,,,
1660,40527.3,4.07E-06,3.91E-06,,,,,,
1661,40551.8,3.98E-06,3.89E-06,,,,,,
1662,40576.2,3.90E-06,3.95E-06,,,,,,
1663,40600.6,3.92E-06,4.00E-06,,,,,,
1664,40625,4.01E-06,3.99E-06,,,,,,
1665,40649.4,4.05E-06,3.96E-06,,,,,,
1666,40673.8,4.07E-06,3.90E-06,,,,,,
1667,40698.2,4.04E-06,3.85E-06,,,,,,
1668,40722.7,4.00E-06,3.93E-06,,,,,,
1669,40747.1,3.98E-06,4.02E-06,,,,,,
1670,40771.5,3.98E-06,3.97E-06,,,,,,
1671,40795.9,3.88E-06,3.91E-06,,,,,,
1672,40820.3,3.84E-06,3.91E-06,,,,,,
1673,40844.7,3.91E-06,3.91E-06,,,,,,
1674,40869.1,4.02E-06,3.89E-06,,,,,,
1675,40893.6,4.08E-06,3.79E-06,,,,,,
1676,40918,4.04E-06,3.83E-06,,,,,,
1677,40942.4,4.09E-06,3.88E-06,,,,,,
1678,40966.8,4.18E-06,3.87E-06,,,,,,
1679,40991.2,4.16E-06,3.85E-06,,,,,,
1680,41015.6,4.09E-06,3.89E-06,,,,,,
1681,41040,4.03E-06,3.86E-06,,,,,,
1682,41064.5,3.97E-06,3.77E-06,,,,,,
1683,41088.9,3.96E-06,3.73E-06,,,,,,
1684,41113.3,3.98E-06,3.74E-06,,,,,,
1685,41137.7,3.97E-06,3.75E-06,,,,,,
1686,41162.1,3.99E-06,3.79E-06,,,,,,
1687,41186.5,4.03E-06,3.83E-06,,,,,,
1688,41210.9,4.02E-06,3.82E-06,,,,,,
1689,41235.4,3.98E-06,3.86E-06,,,,,,
1690,41259.8,4.00E-06,3.91E-06,,,,,,
1691,41284.2,4.01E-06,3.95E-06,,,,,,
1692,41308.6,4.04E-06,3.92E-06,,,,,,
1693,41333,4.06E-06,3.85E-06,,,,,,
1694,41357.4,4.06E-06,3.86E-06,,,,,,
1695,41381.8,4.03E-06,3.90E-06,,,,,,
1696,41406.3,4.00E-06,3.96E-06,,,,,,
1697,41430.7,3.93E-06,3.94E-06,,,,,,
1698,41455.1,3.90E-06,3.97E-06,,,,,,
1699,41479.5,3.93E-06,4.01E-06,,,,,,
1700,41503.9,3.90E-06,3.98E-06,,,,,,
1701,41528.3,3.90E-06,3.96E-06,,,,,,
1702,41552.7,3.86E-06,3.86E-06,,,,,,
1703,41577.1,3.84E-06,3.82E-06,,,,,,
1704,41601.6,3.91E-06,3.87E-06,,,,,,
1705,41626,3.96E-06,3.91E-06,,,,,,
1706,41650.4,4.00E-06,3.94E-06,,,,,,
1707,41674.8,3.99E-06,3.86E-06,,,,,,
1708,41699.2,3.95E-06,3.84E-06,,,,,,
1709,41723.6,4.00E-06,3.87E-06,,,,,,
1710,41748,4.07E-06,3.81E-06,,,,,,
1711,41772.5,3.99E-06,3.76E-06,,,,,,
1712,41796.9,3.93E-06,3.84E-06,,,,,,
1713,41821.3,4.00E-06,3.89E-06,,,,,,
1714,41845.7,4.06E-06,3.91E-06,,,,,,
1715,41870.1,3.98E-06,3.95E-06,,,,,,
1716,41894.5,3.88E-06,3.96E-06,,,,,,
1717,41918.9,3.91E-06,3.89E-06,,,,,,
1718,41943.4,3.94E-06,3.83E-06,,,,,,
1719,41967.8,4.00E-06,3.79E-06,,,,,,
1720,41992.2,4.04E-06,3.83E-06,,,,,,
1721,42016.6,4.04E-06,3.86E-06,,,,,,
1722,42041,4.08E-06,3.88E-06,,,,,,
1723,42065.4,4.05E-06,3.90E-06,,,,,,
1724,42089.8,4.03E-06,3.89E-06,,,,,,
1725,42114.3,4.10E-06,3.84E-06,,,,,,
1726,42138.7,4.06E-06,3.80E-06,,,,,,
1727,42163.1,4.00E-06,3.83E-06,,,,,,
1728,42187.5,4.04E-06,3.93E-06,,,,,,
1729,42211.9,4.04E-06,4.03E-06,,,,,,
1730,42236.3,4.02E-06,4.05E-06,,,,,,
1731,42260.7,4.07E-06,4.02E-06,,,,,,
1732,42285.2,4.10E-06,3.96E-06,,,,,,
1733,42309.6,4.15E-06,3.95E-06,,,,,,
1734,42334,4.13E-06,3.95E-06,,,,,,
1735,42358.4,3.99E-06,3.91E-06,,,,,,
1736,42382.8,3.96E-06,3.93E-06,,,,,,
1737,42407.2,3.98E-06,3.91E-06,,,,,,
1738,42431.6,3.98E-06,3.82E-06,,,,,,
1739,42456.1,3.95E-06,3.79E-06,,,,,,
1740,42480.5,3.94E-06,3.84E-06,,,,,,
1741,42504.9,3.88E-06,3.80E-06,,,,,,
1742,42529.3,3.93E-06,3.77E-06,,,,,,
1743,42553.7,4.01E-06,3.86E-06,,,,,,
1744,42578.1,4.08E-06,3.87E-06,,,,,,
1745,42602.5,4.10E-06,3.89E-06,,,,,,
1746,42627,4.06E-06,3.91E-06,,,,,,
1747,42651.4,3.92E-06,3.95E-06,,,,,,
1748,42675.8,3.87E-06,3.97E-06,,,,,,
1749,42700.2,3.86E-06,4.00E-06,,,,,,
1750,42724.6,3.85E-06,3.97E-06,,,,,,
1751,42749,3.95E-06,3.88E-06,,,,,,
1752,42773.4,4.13E-06,3.85E-06,,,,,,
1753,42797.9,4.20E-06,3.84E-06,,,,,,
1754,42822.3,4.14E-06,3.82E-06,,,,,,
1755,42846.7,3.99E-06,3.83E-06,,,,,,
1756,42871.1,3.96E-06,3.88E-06,,,,,,
1757,42895.5,4.07E-06,3.91E-06,,,,,,
1758,42919.9,4.08E-06,3.88E-06,,,,,,
1759,42944.3,4.06E-06,3.89E-06,,,,,,
1760,42968.8,4.07E-06,3.89E-06,,,,,,
1761,42993.2,4.01E-06,3.78E-06,,,,,,
1762,43017.6,3.96E-06,3.79E-06,,,,,,
1763,43042,3.99E-06,3.80E-06,,,,,,
1764,43066.4,3.98E-06,3.84E-06,,,,,,
1765,43090.8,3.93E-06,3.90E-06,,,,,,
1766,43115.2,4.00E-06,3.91E-06,,,,,,
1767,43139.6,4.01E-06,3.90E-06,,,,,,
1768,43164.1,4.03E-06,3.82E-06,,,,,,
1769,43188.5,4.08E-06,3.84E-06,,,,,,
1770,43212.9,4.13E-06,3.91E-06,,,,,,
1771,43237.3,4.12E-06,3.88E-06,,,,,,
1772,43261.7,4.08E-06,3.84E-06,,,,,,
1773,43286.1,4.07E-06,3.85E-06,,,,,,
1774,43310.5,4.07E-06,3.82E-06,,,,,,
1775,43335,4.00E-06,3.84E-06,,,,,,
1776,43359.4,3.94E-06,3.90E-06,,,,,,
1777,43383.8,3.98E-06,3.92E-06,,,,,,
1778,43408.2,4.06E-06,3.94E-06,,,,,,
1779,43432.6,4.10E-06,4.00E-06,,,,,,
1780,43457,4.08E-06,4.00E-06,,,,,,
1781,43481.4,4.00E-06,4.02E-06,,,,,,
1782,43505.9,3.98E-06,4.01E-06,,,,,,
1783,43530.3,4.00E-06,3.91E-06,,,,,,
1784,43554.7,4.12E-06,3.92E-06,,,,,,
1785,43579.1,4.11E-06,3.97E-06,,,,,,
1786,43603.5,4.02E-06,4.02E-06,,,,,,
1787,43627.9,4.02E-06,3.98E-06,,,,,,
1788,43652.3,4.07E-06,3.90E-06,,,,,,
1789,43676.8,4.03E-06,3.80E-06,,,,,,
1790,43701.2,3.92E-06,3.78E-06,,,,,,
1791,43725.6,3.90E-06,3.79E-06,,,,,,
1792,43750,3.92E-06,3.79E-06,,,,,,
1793,43774.4,3.97E-06,3.83E-06,,,,,,
1794,43798.8,4.05E-06,3.86E-06,,,,,,
1795,43823.2,4.09E-06,3.87E-06,,,,,,
1796,43847.7,4.08E-06,3.93E-06,,,,,,
1797,43872.1,4.06E-06,3.95E-06,,,,,,
1798,43896.5,4.02E-06,3.86E-06,,,,,,
1799,43920.9,4.02E-06,3.84E-06,,,,,,
1800,43945.3,3.99E-06,3.92E-06,,,,,,
1801,43969.7,3.89E-06,3.93E-06,,,,,,
1802,43994.1,3.84E-06,3.87E-06,,,,,,
1803,44018.6,3.92E-06,3.79E-06,,,,,,
1804,44043,3.96E-06,3.82E-06,,,,,,
1805,44067.4,3.97E-06,3.85E-06,,,,,,
1806,44091.8,4.01E-06,3.84E-06,,,,,,
1807,44116.2,4.03E-06,3.86E-06,,,,,,
1808,44140.6,4.02E-06,3.90E-06,,,,,,
1809,44165,3.95E-06,3.97E-06,,,,,,
1810,44189.5,3.98E-06,3.94E-06,,,,,,
1811,44213.9,4.01E-06,3.90E-06,,,,,,
1812,44238.3,4.04E-06,3.95E-06,,,,,,
1813,44262.7,4.02E-06,3.88E-06,,,,,,
1814,44287.1,4.02E-06,3.83E-06,,,,,,
1815,44311.5,4.05E-06,3.92E-06,,,,,,
1816,44335.9,4.03E-06,3.92E-06,,,,,,
1817,44360.4,3.97E-06,3.89E-06,,,,,,
1818,44384.8,4.02E-06,3.90E-06,,,,,,
1819,44409.2,4.11E-06,3.84E-06,,,,,,
1820,44433.6,4.02E-06,3.86E-06,,,,,,
1821,44458,3.94E-06,3.87E-06,,,,,,
1822,44482.4,3.99E-06,3.75E-06,,,,,,
1823,44506.8,4.06E-06,3.72E-06,,,,,,
1824,44531.3,4.07E-06,3.81E-06,,,,,,
1825,44555.7,3.96E-06,3.87E-06,,,,,,
1826,44580.1,3.92E-06,3.92E-06,,,,,,
1827,44604.5,4.07E-06,3.91E-06,,,,,,
1828,44628.9,4.12E-06,3.92E-06,,,,,,
1829,44653.3,4.13E-06,3.93E-06,,,,,,
1830,44677.7,4.16E-06,3.91E-06,,,,,,
1831,44702.1,4.08E-06,3.90E-06,,,,,,
1832,44726.6,4.01E-06,3.95E-06,,,,,,
1833,44751,3.92E-06,3.93E-06,,,,,,
1834,44775.4,3.92E-06,3.92E-06,,,,,,
1835,44799.8,4.01E-06,3.92E-06,,,,,,
1836,44824.2,4.00E-06,3.84E-06,,,,,,
1837,44848.6,4.04E-06,3.82E-06,,,,,,
1838,44873,3.99E-06,3.89E-06,,,,,,
1839,44897.5,3.90E-06,3.86E-06,,,,,,
1840,44921.9,3.96E-06,3.86E-06,,,,,,
1841,44946.3,4.01E-06,3.87E-06,,,,,,
1842,44970.7,4.05E-06,3.88E-06,,,,,,
1843,44995.1,4.10E-06,3.87E-06,,,,,,
1844,45019.5,4.09E-06,3.82E-06,,,,,,
1845,45043.9,4.06E-06,3.83E-06,,,,,,
1846,45068.4,4.06E-06,3.87E-06,,,,,,
1847,45092.8,4.09E-06,3.87E-06,,,,,,
1848,45117.2,4.06E-06,3.88E-06,,,,,,
1849,45141.6,4.02E-06,3.91E-06,,,,,,
1850,45166,4.01E-06,3.91E-06,,,,,,
1851,45190.4,4.07E-06,3.83E-06,,,,,,
1852,45214.8,4.09E-06,3.78E-06,,,,,,
1853,45239.3,4.12E-06,3.76E-06,,,,,,
1854,45263.7,4.13E-06,3.81E-06,,,,,,
1855,45288.1,4.08E-06,3.87E-06,,,,,,
1856,45312.5,3.94E-06,3.85E-06,,,,,,
1857,45336.9,3.86E-06,3.84E-06,,,,,,
1858,45361.3,3.94E-06,3.94E-06,,,,,,
1859,45385.7,4.02E-06,3.98E-06,,,,,,
1860,45410.2,4.04E-06,3.90E-06,,,,,,
1861,45434.6,4.05E-06,3.85E-06,,,,,,
1862,45459,4.07E-06,3.85E-06,,,,,,
1863,45483.4,4.08E-06,3.91E-06,,,,,,
1864,45507.8,4.03E-06,3.94E-06,,,,,,
1865,45532.2,3.96E-06,3.93E-06,,,,,,
1866,45556.6,3.95E-06,3.86E-06,,,,,,
1867,45581.1,3.95E-06,3.77E-06,,,,,,
1868,45605.5,3.93E-06,3.78E-06,,,,,,
1869,45629.9,3.96E-06,3.94E-06,,,,,,
1870,45654.3,4.01E-06,4.02E-06,,,,,,
1871,45678.7,4.03E-06,3.99E-06,,,,,,
1872,45703.1,4.00E-06,3.98E-06,,,,,,
1873,45727.5,3.94E-06,3.90E-06,,,,,,
1874,45752,3.96E-06,3.86E-06,,,,,,
1875,45776.4,4.01E-06,3.88E-06,,,,,,
1876,45800.8,3.98E-06,3.85E-06,,,,,,
1877,45825.2,3.93E-06,3.81E-06,,,,,,
1878,45849.6,3.91E-06,3.90E-06,,,,,,
1879,45874,3.95E-06,3.95E-06,,,,,,
1880,45898.4,4.08E-06,3.89E-06,,,,,,
1881,45922.9,4.12E-06,4.01E-06,,,,,,
1882,45947.3,4.07E-06,4.05E-06,,,,,,
1883,45971.7,4.01E-06,3.94E-06,,,,,,
1884,45996.1,3.98E-06,3.91E-06,,,,,,
1885,46020.5,3.98E-06,3.91E-06,,,,,,
1886,46044.9,4.02E-06,3.92E-06,,,,,,
1887,46069.3,4.11E-06,3.96E-06,,,,,,
1888,46093.8,4.07E-06,3.91E-06,,,,,,
1889,46118.2,4.01E-06,3.84E-06,,,,,,
1890,46142.6,4.00E-06,3.86E-06,,,,,,
1891,46167,4.03E-06,3.92E-06,,,,,,
1892,46191.4,4.10E-06,3.98E-06,,,,,,
1893,46215.8,4.08E-06,3.92E-06,,,,,,
1894,46240.2,4.02E-06,3.84E-06,,,,,,
1895,46264.6,3.99E-06,3.88E-06,,,,,,
1896,46289.1,3.95E-06,3.93E-06,,,,,,
1897,46313.5,4.01E-06,3.96E-06,,,,,,
1898,46337.9,4.06E-06,3.93E-06,,,,,,
1899,46362.3,4.03E-06,3.85E-06,,,,,,
1900,46386.7,3.93E-06,3.82E-06,,,,,,
1901,46411.1,3.88E-06,3.80E-06,,,,,,
1902,46435.5,3.91E-06,3.76E-06,,,,,,
1903,46460,3.98E-06,3.81E-06,,,,,,
1904,46484.4,4.00E-06,3.83E-06,,,,,,
1905,46508.8,4.03E-06,3.74E-06,,,,,,
1906,46533.2,4.06E-06,3.81E-06,,,,,,
1907,46557.6,3.98E-06,3.92E-06,,,,,,
1908,46582,3.90E-06,3.91E-06,,,,,,
1909,46606.4,3.93E-06,3.84E-06,,,,,,
1910,46630.9,3.93E-06,3.82E-06,,,,,,
1911,46655.3,3.95E-06,3.86E-06,,,,,,
1912,46679.7,3.96E-06,3.89E-06,,,,,,
1913,46704.1,3.95E-06,3.84E-06,,,,,,
1914,46728.5,4.00E-06,3.81E-06,,,,,,
1915,46752.9,4.01E-06,3.83E-06,,,,,,
1916,46777.3,4.09E-06,3.85E-06,,,,,,
1917,46801.8,4.20E-06,3.82E-06,,,,,,
1918,46826.2,4.08E-06,3.90E-06,,,,,,
1919,46850.6,3.96E-06,3.89E-06,,,,,,
1920,46875,3.92E-06,3.83E-06,,,,,,
1921,46899.4,3.87E-06,3.85E-06,,,,,,
1922,46923.8,3.95E-06,3.87E-06,,,,,,
1923,46948.2,4.01E-06,3.86E-06,,,,,,
1924,46972.7,4.03E-06,3.88E-06,,,,,,
1925,46997.1,4.05E-06,3.86E-06,,,,,,
1926,47021.5,4.08E-06,3.79E-06,,,,,,
1927,47045.9,4.03E-06,3.75E-06,,,,,,
1928,47070.3,3.94E-06,3.85E-06,,,,,,
1929,47094.7,3.88E-06,3.94E-06,,,,,,
1930,47119.1,3.94E-06,3.96E-06,,,,,,
1931,47143.6,4.00E-06,3.94E-06,,,,,,
1932,47168,3.94E-06,3.89E-06,,,,,,
1933,47192.4,3.90E-06,3.84E-06,,,,,,
1934,47216.8,3.89E-06,3.85E-06,,,,,,
1935,47241.2,3.91E-06,3.86E-06,,,,,,
1936,47265.6,4.02E-06,3.90E-06,,,,,,
1937,47290,4.02E-06,3.95E-06,,,,,,
1938,47314.5,3.96E-06,3.97E-06,,,,,,
1939,47338.9,4.04E-06,3.96E-06,,,,,,
1940,47363.3,4.19E-06,3.92E-06,,,,,,
1941,47387.7,4.14E-06,3.90E-06,,,,,,
1942,47412.1,3.99E-06,3.79E-06,,,,,,
1943,47436.5,3.98E-06,3.85E-06,,,,,,
1944,47460.9,4.07E-06,3.95E-06,,,,,,
1945,47485.4,4.17E-06,3.91E-06,,,,,,
1946,47509.8,4.15E-06,3.88E-06,,,,,,
1947,47534.2,4.10E-06,3.92E-06,,,,,,
1948,47558.6,4.06E-06,3.89E-06,,,,,,
1949,47583,4.00E-06,3.87E-06,,,,,,
1950,47607.4,4.04E-06,3.86E-06,,,,,,
1951,47631.8,4.02E-06,3.91E-06,,,,,,
1952,47656.3,3.96E-06,3.98E-06,,,,,,
1953,47680.7,3.98E-06,3.95E-06,,,,,,
1954,47705.1,4.03E-06,3.92E-06,,,,,,
1955,47729.5,4.07E-06,3.86E-06,,,,,,
1956,47753.9,4.02E-06,3.86E-06,,,,,,
1957,47778.3,3.95E-06,3.86E-06,,,,,,
1958,47802.7,3.91E-06,3.82E-06,,,,,,
1959,47827.1,3.98E-06,3.83E-06,,,,,,
1960,47851.6,4.08E-06,3.87E-06,,,,,,
1961,47876,4.13E-06,3.91E-06,,,,,,
