frequency(Hz),V/rt(Hz),Title
17.63916016,7.32E-09,SR1 PSD @ 1.5625 kHz Span
17.70019531,7.30E-09,SR1 PSD @ 1.5625 kHz Span
17.76123047,7.67E-09,SR1 PSD @ 1.5625 kHz Span
17.82226563,7.62E-09,SR1 PSD @ 1.5625 kHz Span
17.88330078,6.91E-09,SR1 PSD @ 1.5625 kHz Span
17.94433594,6.65E-09,SR1 PSD @ 1.5625 kHz Span
18.00537109,7.22E-09,SR1 PSD @ 1.5625 kHz Span
18.06640625,7.80E-09,SR1 PSD @ 1.5625 kHz Span
18.12744141,7.77E-09,SR1 PSD @ 1.5625 kHz Span
18.18847656,7.34E-09,SR1 PSD @ 1.5625 kHz Span
18.24951172,7.28E-09,SR1 PSD @ 1.5625 kHz Span
18.31054688,7.54E-09,SR1 PSD @ 1.5625 kHz Span
18.37158203,7.54E-09,SR1 PSD @ 1.5625 kHz Span
18.43261719,7.62E-09,SR1 PSD @ 1.5625 kHz Span
18.49365234,7.70E-09,SR1 PSD @ 1.5625 kHz Span
18.5546875,7.44E-09,SR1 PSD @ 1.5625 kHz Span
18.61572266,7.44E-09,SR1 PSD @ 1.5625 kHz Span
18.67675781,7.63E-09,SR1 PSD @ 1.5625 kHz Span
18.73779297,7.52E-09,SR1 PSD @ 1.5625 kHz Span
18.79882813,8.04E-09,SR1 PSD @ 1.5625 kHz Span
18.85986328,1.02E-08,SR1 PSD @ 1.5625 kHz Span
18.92089844,1.15E-08,SR1 PSD @ 1.5625 kHz Span
18.98193359,1.00E-08,SR1 PSD @ 1.5625 kHz Span
19.04296875,7.87E-09,SR1 PSD @ 1.5625 kHz Span
19.10400391,6.77E-09,SR1 PSD @ 1.5625 kHz Span
19.16503906,5.95E-09,SR1 PSD @ 1.5625 kHz Span
19.22607422,5.74E-09,SR1 PSD @ 1.5625 kHz Span
19.28710938,6.19E-09,SR1 PSD @ 1.5625 kHz Span
19.34814453,7.31E-09,SR1 PSD @ 1.5625 kHz Span
19.40917969,9.51E-09,SR1 PSD @ 1.5625 kHz Span
19.47021484,1.06E-08,SR1 PSD @ 1.5625 kHz Span
